dataset,policy,seed,system,step,corrections,acc_novel,acc_original,pred_secs,correct_secs
banking77,random50,0,static_knn,950,479,0.0,0.97,0.3456,0.0
banking77,random50,0,static_knn,1000,506,0.0,0.97,0.3626,0.0
banking77,random50,0,static_knn,1050,536,0.0,0.97,0.3846,0.0
banking77,random50,0,static_knn,1100,562,0.0,0.97,0.4031,0.0
banking77,random50,0,static_knn,1150,583,0.0,0.97,0.4201,0.0
banking77,random50,0,static_knn,1195,607,0.0,0.97,0.4357,0.0
banking77,random50,0,static_linear,0,0,0.0,0.9625,0.0,0.0
banking77,random50,0,static_linear,50,32,0.0,0.9625,0.001,0.0
banking77,random50,0,static_linear,100,61,0.0,0.9625,0.0015,0.0
banking77,random50,0,static_linear,150,84,0.0,0.9625,0.002,0.0
banking77,random50,0,static_linear,200,111,0.0,0.9625,0.003,0.0
banking77,random50,0,static_linear,250,138,0.0,0.9625,0.0035,0.0
banking77,random50,0,static_linear,300,166,0.0,0.9625,0.004,0.0
banking77,random50,0,static_linear,350,194,0.0,0.9625,0.005,0.0
banking77,random50,0,static_linear,400,221,0.0,0.9625,0.006,0.0
banking77,random50,0,static_linear,450,247,0.0,0.9625,0.007,0.0
banking77,random50,0,static_linear,500,277,0.0,0.9625,0.008,0.0
banking77,random50,0,static_linear,550,304,0.0,0.9625,0.009,0.0
banking77,random50,0,static_linear,600,327,0.0,0.9625,0.0105,0.0
banking77,random50,0,static_linear,650,346,0.0,0.9625,0.011,0.0
banking77,random50,0,static_linear,700,368,0.0,0.9625,0.0115,0.0
banking77,random50,0,static_linear,750,396,0.0,0.9625,0.0125,0.0
banking77,random50,0,static_linear,800,424,0.0,0.9625,0.013,0.0
banking77,random50,0,static_linear,850,446,0.0,0.9625,0.014,0.0
banking77,random50,0,static_linear,900,474,0.0,0.9625,0.0145,0.0
banking77,random50,0,static_linear,950,500,0.0,0.9625,0.0155,0.0
banking77,random50,0,static_linear,1000,529,0.0,0.9625,0.017,0.0
banking77,random50,0,static_linear,1050,550,0.0,0.9625,0.018,0.0
banking77,random50,0,static_linear,1100,572,0.0,0.9625,0.019,0.0
banking77,random50,0,static_linear,1150,592,0.0,0.9625,0.0195,0.0
banking77,random50,0,static_linear,1195,615,0.0,0.9625,0.0205,0.0
banking77,random50,0,online_linear,0,0,0.0,0.9625,0.0,0.0
banking77,random50,0,online_linear,50,18,0.0,0.9625,0.001,0.005
banking77,random50,0,online_linear,100,50,0.0,0.9625,0.0025,0.011
banking77,random50,0,online_linear,150,71,0.0,0.9625,0.004,0.0135
banking77,random50,0,online_linear,200,94,0.0,0.9625,0.005,0.0175
banking77,random50,0,online_linear,250,119,0.0,0.9625,0.006,0.023
banking77,random50,0,online_linear,300,144,0.0,0.9625,0.008,0.0275
banking77,random50,0,online_linear,350,168,0.0,0.9625,0.009,0.0335
banking77,random50,0,online_linear,400,195,0.0,0.9625,0.011,0.0385
banking77,random50,0,online_linear,450,224,0.0,0.9625,0.011,0.0446
banking77,random50,0,online_linear,500,243,0.0,0.9625,0.0115,0.0491
banking77,random50,0,online_linear,550,273,0.0,0.9575,0.0135,0.0541
banking77,random50,0,online_linear,600,302,0.0,0.9575,0.0145,0.0606
banking77,random50,0,online_linear,650,325,0.0,0.9575,0.016,0.0641
banking77,random50,0,online_linear,700,345,0.0,0.9575,0.0175,0.0671
banking77,random50,0,online_linear,750,368,0.0,0.9575,0.019,0.0706
banking77,random50,0,online_linear,800,394,0.0,0.9575,0.02,0.0746
banking77,random50,0,online_linear,850,420,0.0,0.9575,0.021,0.0796
banking77,random50,0,online_linear,900,442,0.0,0.9575,0.022,0.0831
banking77,random50,0,online_linear,950,465,0.0,0.9575,0.023,0.0876
banking77,random50,0,online_linear,1000,493,0.0,0.9575,0.0235,0.0936
banking77,random50,0,online_linear,1050,522,0.0,0.9575,0.0245,0.0991
banking77,random50,0,online_linear,1100,547,0.0,0.9575,0.027,0.1021
banking77,random50,0,online_linear,1150,571,0.0,0.9575,0.0275,0.1076
banking77,random50,0,online_linear,1195,596,0.0,0.955,0.0285,0.1121
banking77,random50,1,substrate,0,0,0.0,0.945,0.0,0.0
banking77,random50,1,substrate,50,19,0.3625,0.945,0.024,0.01
banking77,random50,1,substrate,100,32,0.5,0.945,0.0515,0.016
banking77,random50,1,substrate,150,43,0.6325,0.945,0.075,0.022
banking77,random50,1,substrate,200,49,0.6975,0.9425,0.098,0.025
banking77,random50,1,substrate,250,58,0.7325,0.9425,0.121,0.0285
banking77,random50,1,substrate,300,70,0.7675,0.9425,0.1465,0.0345
banking77,random50,1,substrate,350,76,0.78,0.9425,0.1726,0.04
banking77,random50,1,substrate,400,81,0.7925,0.9425,0.1941,0.0425
banking77,random50,1,substrate,450,86,0.81,0.9425,0.2156,0.045
banking77,random50,1,substrate,500,95,0.8325,0.9425,0.2386,0.0495
banking77,random50,1,substrate,550,97,0.84,0.9425,0.2606,0.05
banking77,random50,1,substrate,600,99,0.8475,0.9425,0.2861,0.0505
banking77,random50,1,substrate,650,103,0.8475,0.9425,0.3092,0.0525
banking77,random50,1,substrate,700,107,0.85,0.9425,0.3317,0.0545
banking77,random50,1,substrate,750,111,0.8625,0.9425,0.3542,0.057
banking77,random50,1,substrate,800,113,0.865,0.9425,0.3752,0.058
banking77,random50,1,substrate,850,120,0.875,0.9425,0.3967,0.0615
banking77,random50,1,substrate,900,122,0.875,0.9425,0.4197,0.0625
banking77,random50,1,substrate,950,124,0.8775,0.9425,0.4422,0.0635
banking77,random50,1,substrate,1000,127,0.8875,0.9425,0.4677,0.065
banking77,random50,1,substrate,1050,132,0.89,0.9425,0.4917,0.0675
banking77,random50,1,substrate,1100,134,0.89,0.9425,0.5142,0.069
banking77,random50,1,substrate,1150,139,0.89,0.9425,0.5352,0.0715
banking77,random50,1,substrate,1200,143,0.8975,0.9425,0.5557,0.0735
banking77,random50,1,substrate,1248,146,0.8975,0.9425,0.5767,0.0745
banking77,random50,1,static_knn,0,0,0.0,0.945,0.0,0.0
banking77,random50,1,static_knn,50,24,0.0,0.945,0.024,0.0
banking77,random50,1,static_knn,100,44,0.0,0.945,0.043,0.0
banking77,random50,1,static_knn,150,72,0.0,0.945,0.0595,0.0
banking77,random50,1,static_knn,200,97,0.0,0.945,0.0791,0.0
banking77,random50,1,static_knn,250,116,0.0,0.945,0.0971,0.0
banking77,random50,1,static_knn,300,142,0.0,0.945,0.1146,0.0
banking77,random50,1,static_knn,350,167,0.0,0.945,0.1316,0.0
banking77,random50,1,static_knn,400,194,0.0,0.945,0.1486,0.0
banking77,random50,1,static_knn,450,221,0.0,0.945,0.1667,0.0
banking77,random50,1,static_knn,500,245,0.0,0.945,0.1847,0.0
banking77,random50,1,static_knn,550,266,0.0,0.945,0.2027,0.0
banking77,random50,1,static_knn,600,290,0.0,0.945,0.2202,0.0
banking77,random50,1,static_knn,650,313,0.0,0.945,0.2368,0.0
banking77,random50,1,static_knn,700,335,0.0,0.945,0.2528,0.0
banking77,random50,1,static_knn,750,361,0.0,0.945,0.2703,0.0
banking77,random50,1,static_knn,800,383,0.0,0.945,0.2883,0.0
banking77,random50,1,static_knn,850,415,0.0,0.945,0.3049,0.0
banking77,random50,1,static_knn,900,438,0.0,0.945,0.3264,0.0
banking77,random50,1,static_knn,950,467,0.0,0.945,0.3419,0.0
banking77,random50,1,static_knn,1000,497,0.0,0.945,0.3594,0.0
banking77,random50,1,static_knn,1050,519,0.0,0.945,0.3805,0.0
banking77,random50,1,static_knn,1100,542,0.0,0.945,0.4015,0.0
banking77,random50,1,static_knn,1150,568,0.0,0.945,0.42,0.0
banking77,random50,1,static_knn,1200,599,0.0,0.945,0.439,0.0
banking77,random50,1,static_knn,1248,623,0.0,0.945,0.456,0.0
banking77,random50,1,static_linear,0,0,0.0,0.9475,0.0,0.0
banking77,random50,1,static_linear,50,19,0.0,0.9475,0.0005,0.0
banking77,random50,1,static_linear,100,37,0.0,0.9475,0.0015,0.0
banking77,random50,1,static_linear,150,65,0.0,0.9475,0.0025,0.0
banking77,random50,1,static_linear,200,88,0.0,0.9475,0.0035,0.0
banking77,random50,1,static_linear,250,115,0.0,0.9475,0.004,0.0
banking77,random50,1,static_linear,300,139,0.0,0.9475,0.0045,0.0
banking77,random50,1,static_linear,350,161,0.0,0.9475,0.005,0.0
banking77,random50,1,static_linear,400,178,0.0,0.9475,0.0055,0.0
banking77,random50,1,static_linear,450,200,0.0,0.9475,0.006,0.0
banking77,random50,1,static_linear,500,227,0.0,0.9475,0.0065,0.0
banking77,random50,1,static_linear,550,248,0.0,0.9475,0.0075,0.0
banking77,random50,1,static_linear,600,275,0.0,0.9475,0.0085,0.0
banking77,random50,1,static_linear,650,298,0.0,0.9475,0.0095,0.0
banking77,random50,1,static_linear,700,324,0.0,0.9475,0.0105,0.0
banking77,random50,1,static_linear,750,344,0.0,0.9475,0.0115,0.0
banking77,random50,1,static_linear,800,368,0.0,0.9475,0.0125,0.0
banking77,random50,1,static_linear,850,390,0.0,0.9475,0.0135,0.0
banking77,random50,1,static_linear,900,408,0.0,0.9475,0.014,0.0
banking77,random50,1,static_linear,950,433,0.0,0.9475,0.0145,0.0
banking77,random50,1,static_linear,1000,459,0.0,0.9475,0.0155,0.0
banking77,random50,1,static_linear,1050,481,0.0,0.9475,0.016,0.0
banking77,random50,1,static_linear,1100,506,0.0,0.9475,0.017,0.0
banking77,random50,1,static_linear,1150,531,0.0,0.9475,0.018,0.0
banking77,random50,1,static_linear,1200,559,0.0,0.9475,0.0185,0.0
banking77,random50,1,static_linear,1248,577,0.0,0.9475,0.02,0.0
banking77,random50,1,online_linear,0,0,0.0,0.9475,0.0,0.0
banking77,random50,1,online_linear,50,24,0.0,0.9475,0.001,0.006
banking77,random50,1,online_linear,100,42,0.0,0.95,0.0025,0.0085
banking77,random50,1,online_linear,150,63,0.0,0.95,0.0045,0.011
banking77,random50,1,online_linear,200,92,0.0,0.95,0.0045,0.0175
banking77,random50,1,online_linear,250,116,0.0,0.9475,0.005,0.0225
banking77,random50,1,online_linear,300,138,0.0,0.9475,0.0055,0.0275
banking77,random50,1,online_linear,350,163,0.0,0.95,0.007,0.0305
banking77,random50,1,online_linear,400,187,0.0,0.95,0.0075,0.0365
banking77,random50,1,online_linear,450,217,0.0,0.9475,0.0085,0.044
banking77,random50,1,online_linear,500,242,0.0,0.9425,0.011,0.0486
banking77,random50,1,online_linear,550,263,0.0,0.9425,0.012,0.0526
banking77,random50,1,online_linear,600,287,0.0,0.9425,0.0135,0.0591
banking77,random50,1,online_linear,650,306,0.0,0.94,0.014,0.0631
banking77,random50,1,online_linear,700,330,0.0,0.94,0.015,0.0666
banking77,random50,1,online_linear,750,355,0.0,0.94,0.015,0.0726
banking77,random50,1,online_linear,800,376,0.0,0.94,0.0165,0.0761
banking77,random50,1,online_linear,850,396,0.0,0.94,0.0165,0.0801
banking77,random50,1,online_linear,900,424,0.0,0.94,0.0175,0.0846
banking77,random50,1,online_linear,950,449,0.0,0.94,0.0185,0.0891
banking77,random50,1,online_linear,1000,473,0.0,0.94,0.019,0.0946
banking77,random50,1,online_linear,1050,492,0.0,0.94,0.02,0.0991
banking77,random50,1,online_linear,1100,518,0.0,0.94,0.0205,0.1041
banking77,random50,1,online_linear,1150,544,0.0,0.9375,0.021,0.1096
banking77,random50,1,online_linear,1200,570,0.0,0.9375,0.023,0.1141
banking77,random50,1,online_linear,1248,595,0.0075,0.9375,0.0245,0.1186
banking77,random50,2,substrate,0,0,0.0,0.955,0.0,0.0
banking77,random50,2,substrate,50,23,0.145,0.955,0.025,0.01
banking77,random50,2,substrate,100,44,0.35,0.9525,0.0515,0.021
banking77,random50,2,substrate,150,60,0.44,0.9525,0.0745,0.0299
banking77,random50,2,substrate,200,73,0.52,0.9525,0.097,0.0369
banking77,random50,2,substrate,250,88,0.5825,0.9525,0.119,0.0459
banking77,random50,2,substrate,300,102,0.6425,0.9525,0.1435,0.0539
banking77,random50,2,substrate,350,111,0.6575,0.9525,0.1645,0.0579
banking77,random50,2,substrate,400,122,0.67,0.9525,0.1856,0.0629
banking77,random50,2,substrate,450,131,0.7025,0.9525,0.2081,0.0674
banking77,random50,2,substrate,500,133,0.705,0.9525,0.2281,0.0684
banking77,random50,2,substrate,550,143,0.7225,0.9525,0.2496,0.0719
banking77,random50,2,substrate,600,151,0.7275,0.9525,0.2731,0.0779
banking77,random50,2,substrate,650,161,0.7375,0.9525,0.2966,0.0824
banking77,random50,2,substrate,700,167,0.7625,0.9525,0.3166,0.0854
banking77,random50,2,substrate,750,171,0.7625,0.9525,0.3441,0.0869
banking77,random50,2,substrate,800,177,0.7625,0.9525,0.3651,0.0894
banking77,random50,2,substrate,850,185,0.7725,0.9525,0.3891,0.0929
banking77,random50,2,substrate,900,191,0.7725,0.9525,0.4121,0.0969
banking77,random50,2,substrate,950,202,0.7825,0.9525,0.4324,0.1011
banking77,random50,2,substrate,1000,209,0.7925,0.9525,0.4554,0.1041
banking77,random50,2,substrate,1050,217,0.805,0.9525,0.4794,0.1091
banking77,random50,2,substrate,1100,225,0.8125,0.9525,0.502,0.1121
banking77,random50,2,substrate,1150,231,0.815,0.9525,0.525,0.1146
banking77,random50,2,substrate,1200,235,0.815,0.9525,0.547,0.1166
banking77,random50,2,substrate,1250,238,0.8175,0.9525,0.571,0.1176
banking77,random50,2,substrate,1300,242,0.8325,0.9525,0.6015,0.1196
banking77,random50,2,substrate,1350,250,0.8375,0.9525,0.6285,0.1241
banking77,random50,2,substrate,1400,255,0.8425,0.9525,0.652,0.1271
banking77,random50,2,substrate,1450,256,0.845,0.9525,0.675,0.1276
banking77,random50,2,substrate,1500,261,0.845,0.9525,0.6965,0.1301
banking77,random50,2,substrate,1517,261,0.845,0.9525,0.704,0.1301
banking77,random50,2,static_knn,0,0,0.0,0.955,0.0,0.0
banking77,random50,2,static_knn,50,22,0.0,0.955,0.016,0.0
banking77,random50,2,static_knn,100,46,0.0,0.955,0.0315,0.0
banking77,random50,2,static_knn,150,72,0.0,0.955,0.0475,0.0
banking77,random50,2,static_knn,200,88,0.0,0.955,0.0635,0.0
banking77,random50,2,static_knn,250,118,0.0,0.955,0.083,0.0
banking77,random50,2,static_knn,300,142,0.0,0.955,0.099,0.0
banking77,random50,2,static_knn,350,158,0.0,0.955,0.1185,0.0
banking77,random50,2,static_knn,400,181,0.0,0.955,0.137,0.0
banking77,random50,2,static_knn,450,208,0.0,0.955,0.154,0.0
banking77,random50,2,static_knn,500,240,0.0,0.955,0.1705,0.0
banking77,random50,2,static_knn,550,261,0.0,0.955,0.1885,0.0
banking77,random50,2,static_knn,600,285,0.0,0.955,0.2075,0.0
banking77,random50,2,static_knn,650,313,0.0,0.955,0.2255,0.0
banking77,random50,2,static_knn,700,334,0.0,0.955,0.245,0.0
banking77,random50,2,static_knn,750,362,0.0,0.955,0.2641,0.0
banking77,random50,2,static_knn,800,385,0.0,0.955,0.2801,0.0
banking77,random50,2,static_knn,850,408,0.0,0.955,0.2966,0.0
banking77,random50,2,static_knn,900,435,0.0,0.955,0.3151,0.0
banking77,random50,2,static_knn,950,459,0.0,0.955,0.3326,0.0
banking77,random50,2,static_knn,1000,483,0.0,0.955,0.3501,0.0
banking77,random50,2,static_knn,1050,503,0.0,0.955,0.3691,0.0
banking77,random50,2,static_knn,1100,525,0.0,0.955,0.3876,0.0
banking77,random50,2,static_knn,1150,552,0.0,0.955,0.4036,0.0005
banking77,random50,2,static_knn,1200,581,0.0,0.955,0.4211,0.0005
banking77,random50,2,static_knn,1250,611,0.0,0.955,0.4386,0.0005
banking77,random50,2,static_knn,1300,638,0.0,0.955,0.4541,0.0005
banking77,random50,2,static_knn,1350,668,0.0,0.955,0.4702,0.0005
banking77,random50,2,static_knn,1400,693,0.0,0.955,0.4867,0.0005
banking77,random50,2,static_knn,1450,725,0.0,0.955,0.5032,0.0005
banking77,random50,2,static_knn,1500,753,0.0,0.955,0.5187,0.0005
banking77,random50,2,static_knn,1517,764,0.0,0.955,0.5242,0.0005
banking77,random50,2,static_linear,0,0,0.0,0.945,0.0,0.0
banking77,random50,2,static_linear,50,36,0.0,0.945,0.001,0.0
banking77,random50,2,static_linear,100,59,0.0,0.945,0.0015,0.0
banking77,random50,2,static_linear,150,89,0.0,0.945,0.0025,0.0
banking77,random50,2,static_linear,200,119,0.0,0.945,0.003,0.0
banking77,random50,2,static_linear,250,137,0.0,0.945,0.0035,0.0
banking77,random50,2,static_linear,300,164,0.0,0.945,0.0045,0.0
banking77,random50,2,static_linear,350,194,0.0,0.945,0.0045,0.0
banking77,random50,2,static_linear,400,220,0.0,0.945,0.0055,0.0
banking77,random50,2,static_linear,450,238,0.0,0.945,0.007,0.0
banking77,random50,2,static_linear,500,271,0.0,0.945,0.0085,0.0
banking77,random50,2,static_linear,550,298,0.0,0.945,0.0095,0.0
banking77,random50,2,static_linear,600,329,0.0,0.945,0.0105,0.0
banking77,random50,2,static_linear,650,350,0.0,0.945,0.0115,0.0
banking77,random50,2,static_linear,700,374,0.0,0.945,0.013,0.0
banking77,random50,2,static_linear,750,398,0.0,0.945,0.0145,0.0
banking77,random50,2,static_linear,800,418,0.0,0.945,0.016,0.0
banking77,random50,2,static_linear,850,438,0.0,0.945,0.0175,0.0
banking77,random50,2,static_linear,900,461,0.0,0.945,0.0185,0.0
banking77,random50,2,static_linear,950,488,0.0,0.945,0.0195,0.0
banking77,random50,2,static_linear,1000,512,0.0,0.945,0.0205,0.0
banking77,random50,2,static_linear,1050,536,0.0,0.945,0.0215,0.0
banking77,random50,2,static_linear,1100,560,0.0,0.945,0.023,0.0
banking77,random50,2,static_linear,1150,577,0.0,0.945,0.0245,0.0
banking77,random50,2,static_linear,1200,600,0.0,0.945,0.0261,0.0
banking77,random50,2,static_linear,1250,623,0.0,0.945,0.0271,0.0
banking77,random50,2,static_linear,1300,647,0.0,0.945,0.0281,0.0
banking77,random50,2,static_linear,1350,671,0.0,0.945,0.0296,0.0
banking77,random50,2,static_linear,1400,696,0.0,0.945,0.0311,0.0
banking77,random50,2,static_linear,1450,728,0.0,0.945,0.0321,0.0
banking77,random50,2,static_linear,1500,753,0.0,0.945,0.0337,0.0
banking77,random50,2,static_linear,1517,761,0.0,0.945,0.0337,0.0
banking77,random50,2,online_linear,0,0,0.0,0.945,0.0,0.0
banking77,random50,2,online_linear,50,24,0.0,0.9475,0.0025,0.007
banking77,random50,2,online_linear,100,52,0.0,0.95,0.0045,0.0115
banking77,random50,2,online_linear,150,79,0.0,0.95,0.0055,0.019
banking77,random50,2,online_linear,200,101,0.0,0.95,0.008,0.025
banking77,random50,2,online_linear,250,130,0.0,0.9525,0.009,0.0311
banking77,random50,2,online_linear,300,150,0.0,0.955,0.0105,0.0356
banking77,random50,2,online_linear,350,170,0.0,0.9525,0.0125,0.0401
banking77,random50,2,online_linear,400,203,0.0,0.95,0.013,0.0481
banking77,random50,2,online_linear,450,228,0.0,0.95,0.014,0.0536
banking77,random50,2,online_linear,500,261,0.0,0.95,0.015,0.0621
banking77,random50,2,online_linear,550,284,0.0,0.9475,0.016,0.0661
banking77,random50,2,online_linear,600,310,0.0,0.9475,0.0185,0.0726
banking77,random50,2,online_linear,650,334,0.0,0.95,0.021,0.0746
banking77,random50,2,online_linear,700,355,0.0,0.9475,0.022,0.0781
banking77,random50,2,online_linear,750,382,0.0,0.945,0.0235,0.0836
banking77,random50,2,online_linear,800,404,0.0,0.945,0.025,0.0876
banking77,random50,2,online_linear,850,431,0.0,0.945,0.0255,0.0932
banking77,random50,2,online_linear,900,458,0.0,0.945,0.0275,0.0982
banking77,random50,2,online_linear,950,472,0.0,0.945,0.0285,0.1017
banking77,random50,2,online_linear,1000,501,0.0,0.945,0.03,0.1082
banking77,random50,2,online_linear,1050,522,0.0,0.945,0.0305,0.1127
banking77,random50,2,online_linear,1100,555,0.0,0.945,0.032,0.1182
banking77,random50,2,online_linear,1150,585,0.0,0.945,0.0325,0.1247
banking77,random50,2,online_linear,1200,611,0.0,0.945,0.0345,0.1302
banking77,random50,2,online_linear,1250,633,0.0,0.9475,0.035,0.1352
banking77,random50,2,online_linear,1300,659,0.0,0.945,0.036,0.1407
banking77,random50,2,online_linear,1350,682,0.0,0.9425,0.038,0.1457
banking77,random50,2,online_linear,1400,711,0.0075,0.9425,0.039,0.1507
banking77,random50,2,online_linear,1450,733,0.015,0.9425,0.041,0.1542
banking77,random50,2,online_linear,1500,762,0.0275,0.9425,0.0425,0.1592
banking77,random50,2,online_linear,1517,769,0.0275,0.9425,0.0435,0.1602
banking77,random10,0,substrate,0,0,0.0,0.97,0.0,0.0
banking77,random10,0,substrate,50,4,0.105,0.97,0.024,0.0025
banking77,random10,0,substrate,100,10,0.21,0.97,0.047,0.0065
banking77,random10,0,substrate,150,16,0.2975,0.97,0.0676,0.009
banking77,random10,0,substrate,200,17,0.325,0.97,0.0881,0.0095
banking77,random10,0,substrate,250,19,0.35,0.97,0.1096,0.0105
banking77,random10,0,substrate,300,21,0.365,0.97,0.1336,0.0115
banking77,random10,0,substrate,350,25,0.4275,0.97,0.1531,0.0145
banking77,random10,0,substrate,400,27,0.445,0.97,0.1746,0.0155
banking77,random10,0,substrate,450,31,0.5075,0.97,0.1966,0.017
banking77,random10,0,substrate,500,33,0.53,0.97,0.2171,0.0175
banking77,random10,0,substrate,550,33,0.53,0.97,0.2371,0.0175
banking77,random10,0,substrate,600,35,0.54,0.97,0.2571,0.0185
banking77,random10,0,substrate,650,37,0.54,0.97,0.2787,0.02
banking77,random10,0,substrate,700,40,0.545,0.97,0.3007,0.0215
banking77,random10,0,substrate,750,45,0.595,0.97,0.3227,0.0245
banking77,random10,0,substrate,800,47,0.6,0.97,0.3447,0.0255
banking77,random10,0,substrate,850,47,0.6,0.97,0.3662,0.0255
banking77,random10,0,substrate,900,47,0.6,0.97,0.3902,0.0255
banking77,random10,0,substrate,950,48,0.6,0.97,0.4102,0.026
banking77,random10,0,substrate,1000,51,0.6125,0.97,0.4322,0.028
banking77,random10,0,substrate,1050,54,0.6375,0.97,0.4542,0.0295
banking77,random10,0,substrate,1100,54,0.6375,0.97,0.4737,0.0295
banking77,random10,0,substrate,1150,57,0.6475,0.97,0.4957,0.031
banking77,random10,0,substrate,1195,57,0.6475,0.97,0.5157,0.031
banking77,random10,0,static_knn,0,0,0.0,0.97,0.0,0.0
banking77,random10,0,static_knn,50,4,0.0,0.97,0.0175,0.0
banking77,random10,0,static_knn,100,8,0.0,0.97,0.036,0.0
banking77,random10,0,static_knn,150,14,0.0,0.97,0.0515,0.0
banking77,random10,0,static_knn,200,19,0.0,0.97,0.069,0.0
banking77,random10,0,static_knn,250,28,0.0,0.97,0.088,0.0
banking77,random10,0,static_knn,300,33,0.0,0.97,0.1055,0.0
banking77,random10,0,static_knn,350,37,0.0,0.97,0.1226,0.0
banking77,random10,0,static_knn,400,42,0.0,0.97,0.1401,0.0
banking77,random10,0,static_knn,450,49,0.0,0.97,0.1576,0.0
banking77,random10,0,static_knn,500,58,0.0,0.97,0.1771,0.0
banking77,random10,0,static_knn,550,65,0.0,0.97,0.1946,0.0
banking77,random10,0,static_knn,600,68,0.0,0.97,0.2106,0.0
banking77,random10,0,static_knn,650,72,0.0,0.97,0.2266,0.0
banking77,random10,0,static_knn,700,75,0.0,0.97,0.2431,0.0
banking77,random10,0,static_knn,750,79,0.0,0.97,0.2636,0.0
banking77,random10,0,static_knn,800,81,0.0,0.97,0.2796,0.0
banking77,random10,0,static_knn,850,85,0.0,0.97,0.2971,0.0
banking77,random10,0,static_knn,900,90,0.0,0.97,0.3136,0.0
banking77,random10,0,static_knn,950,96,0.0,0.97,0.3306,0.0
banking77,random10,0,static_knn,1000,105,0.0,0.97,0.3481,0.0
banking77,random10,0,static_knn,1050,110,0.0,0.97,0.3646,0.0
banking77,random10,0,static_knn,1100,113,0.0,0.97,0.3841,0.0
banking77,random10,0,static_knn,1150,117,0.0,0.97,0.4011,0.0
banking77,random10,0,static_knn,1195,121,0.0,0.97,0.4181,0.0
banking77,random10,0,static_linear,0,0,0.0,0.9625,0.0,0.0
banking77,random10,0,static_linear,50,6,0.0,0.9625,0.001,0.0
banking77,random10,0,static_linear,100,10,0.0,0.9625,0.0015,0.0
banking77,random10,0,static_linear,150,18,0.0,0.9625,0.002,0.0
banking77,random10,0,static_linear,200,24,0.0,0.9625,0.0035,0.0
banking77,random10,0,static_linear,250,34,0.0,0.9625,0.004,0.0
banking77,random10,0,static_linear,300,40,0.0,0.9625,0.005,0.0
banking77,random10,0,static_linear,350,43,0.0,0.9625,0.0058,0.0
banking77,random10,0,static_linear,400,52,0.0,0.9625,0.0063,0.0
banking77,random10,0,static_linear,450,59,0.0,0.9625,0.0073,0.0
banking77,random10,0,static_linear,500,65,0.0,0.9625,0.0078,0.0
banking77,random10,0,static_linear,550,70,0.0,0.9625,0.0083,0.0
banking77,random10,0,static_linear,600,75,0.0,0.9625,0.0088,0.0
banking77,random10,0,static_linear,650,80,0.0,0.9625,0.0098,0.0
banking77,random10,0,static_linear,700,86,0.0,0.9625,0.0103,0.0
banking77,random10,0,static_linear,750,93,0.0,0.9625,0.0108,0.0
banking77,random10,0,static_linear,800,97,0.0,0.9625,0.0113,0.0
banking77,random10,0,static_linear,850,104,0.0,0.9625,0.0118,0.0
banking77,random10,0,static_linear,900,111,0.0,0.9625,0.0128,0.0
banking77,random10,0,static_linear,950,116,0.0,0.9625,0.0138,0.0
banking77,random10,0,static_linear,1000,122,0.0,0.9625,0.0148,0.0
banking77,random10,0,static_linear,1050,123,0.0,0.9625,0.0153,0.0
banking77,random10,0,static_linear,1100,127,0.0,0.9625,0.0168,0.0
banking77,random10,0,static_linear,1150,132,0.0,0.9625,0.0178,0.0
banking77,random10,0,static_linear,1195,137,0.0,0.9625,0.0188,0.0
banking77,random10,0,online_linear,0,0,0.0,0.9625,0.0,0.0
banking77,random10,0,online_linear,50,7,0.0,0.9625,0.002,0.0025
banking77,random10,0,online_linear,100,15,0.0,0.9625,0.0035,0.003
banking77,random10,0,online_linear,150,23,0.0,0.9625,0.004,0.005
banking77,random10,0,online_linear,200,30,0.0,0.9625,0.0055,0.006
banking77,random10,0,online_linear,250,34,0.0,0.9625,0.0065,0.007
banking77,random10,0,online_linear,300,39,0.0,0.9625,0.008,0.0075
banking77,random10,0,online_linear,350,45,0.0,0.9625,0.0085,0.009
banking77,random10,0,online_linear,400,50,0.0,0.9625,0.0095,0.01
banking77,random10,0,online_linear,450,58,0.0,0.9625,0.011,0.0115
banking77,random10,0,online_linear,500,60,0.0,0.9625,0.0115,0.012
banking77,random10,0,online_linear,550,64,0.0,0.9625,0.0125,0.013
banking77,random10,0,online_linear,600,73,0.0,0.9625,0.014,0.0145
banking77,random10,0,online_linear,650,78,0.0,0.9625,0.0145,0.0155
banking77,random10,0,online_linear,700,82,0.0,0.9625,0.015,0.017
banking77,random10,0,online_linear,750,84,0.0,0.9625,0.016,0.0175
banking77,random10,0,online_linear,800,86,0.0,0.9625,0.017,0.018
banking77,random10,0,online_linear,850,94,0.0,0.9625,0.0175,0.02
banking77,random10,0,online_linear,900,102,0.0,0.9625,0.0185,0.022
banking77,random10,0,online_linear,950,105,0.0,0.9625,0.0195,0.023
banking77,random10,0,online_linear,1000,110,0.0,0.9625,0.02,0.0245
banking77,random10,0,online_linear,1050,112,0.0,0.9625,0.0205,0.0255
banking77,random10,0,online_linear,1100,121,0.0,0.9625,0.021,0.027
banking77,random10,0,online_linear,1150,126,0.0,0.9625,0.022,0.0285
banking77,random10,0,online_linear,1195,131,0.0,0.9625,0.022,0.0305
banking77,random10,1,substrate,0,0,0.0,0.945,0.0,0.0
banking77,random10,1,substrate,50,5,0.21,0.945,0.022,0.0015
